Sales Person,Country,Product,Date,Amount,Boxes Shipped,Month,Year,Price_Per_Box
Roddy Speechley,Australia,Almond Choco,2024-06-24,4928.3,71,6,2024,69.41267605633803
Van Tuxwell,USA,Caramel Stuffed Bars,2024-02-14,1115.84,22,2,2024,50.72
Camilla Castle,Australia,99% Dark & Pure,2024-01-18,5346.62,109,1,2024,49.05155963302752
Kaine Padly,India,Milk Bars,2024-05-02,3168.11,93,5,2024,34.06569892473119
Ches Bonnell,Australia,Smooth Sliky Salty,2024-05-16,9007.92,52,5,2024,173.22923076923078
Mallorie Waber,USA,Almond Choco,2024-01-28,7400.07,383,1,2024,19.321331592689294
Kaine Padly,Canada,99% Dark & Pure,2024-06-24,1420.22,422,6,2024,3.365450236966825
Oby Sorrel,UK,After Nines,2024-07-18,2555.95,109,7,2024,23.449082568807338
Gunar Cockshoot,UK,Eclairs,2024-04-13,4059.65,175,4,2024,23.198
Dotty Strutley,USA,Caramel Stuffed Bars,2024-04-15,18581.37,83,4,2024,223.87192771084335
Jan Morforth,India,Peanut Butter Cubes,2024-01-04,8813.58,182,1,2024,48.426263736263735
Husein Augar,Australia,Eclairs,2024-07-04,7914.74,31,7,2024,255.3141935483871
Beverie Moffet,USA,Smooth Sliky Salty,2024-03-24,2787.72,342,3,2024,8.151228070175438
Camilla Castle,Australia,Manuka Honey Choco,2024-03-17,681.71,170,3,2024,4.010058823529412
Oby Sorrel,Australia,Almond Choco,2024-02-15,6827.53,241,2,2024,28.33
Jan Morforth,USA,Orange Choco,2024-06-29,1082.0,158,6,2024,6.848101265822785
Gigi Bohling,USA,Fruit & Nut Bars,2024-05-24,2966.98,121,5,2024,24.520495867768595
Mallorie Waber,UK,Milk Bars,2024-01-10,3951.74,287,1,2024,13.769128919860627
Curtice Advani,USA,Raspberry Choco,2024-03-15,3151.23,144,3,2024,21.883541666666666
Marney O'Breen,Canada,Milk Bars,2024-02-08,2672.67,317,2,2024,8.431135646687697
Brien Boise,India,Caramel Stuffed Bars,2024-02-25,1742.37,106,2,2024,16.43745283018868
Gunar Cockshoot,USA,Eclairs,2024-05-03,7301.31,42,5,2024,173.84071428571428
Roddy Speechley,USA,Fruit & Nut Bars,2024-06-14,6322.14,26,6,2024,243.1592307692308
Gunar Cockshoot,India,50% Dark Bites,2024-08-09,13731.44,82,8,2024,167.45658536585367
Wilone O'Kielt,New Zealand,Manuka Honey Choco,2024-07-11,4051.88,253,7,2024,16.015335968379446
Kaine Padly,UK,Manuka Honey Choco,2024-01-14,8474.69,115,1,2024,73.69295652173913
Van Tuxwell,Canada,Manuka Honey Choco,2024-02-24,9426.56,49,2,2024,192.37877551020406
Wilone O'Kielt,New Zealand,Almond Choco,2024-03-15,9770.28,154,3,2024,63.44337662337663
Oby Sorrel,New Zealand,Baker's Choco Chips,2024-04-25,14234.61,45,4,2024,316.3246666666667
Dennison Crosswaite,Australia,Organic Choco Syrup,2024-05-10,6885.01,40,5,2024,172.12525
Marney O'Breen,Australia,Spicy Special Slims,2024-06-23,14687.62,293,6,2024,50.128395904436864
Beverie Moffet,Canada,Smooth Sliky Salty,2024-02-28,16585.43,388,2,2024,42.745953608247426
Brien Boise,USA,Organic Choco Syrup,2024-05-25,17415.67,148,5,2024,117.67344594594593
Roddy Speechley,New Zealand,Baker's Choco Chips,2024-02-22,5954.47,236,2,2024,25.230805084745764
Van Tuxwell,UK,85% Dark Bars,2024-07-11,4179.91,140,7,2024,29.8565
Marney O'Breen,Canada,Spicy Special Slims,2024-01-03,3939.95,365,1,2024,10.794383561643835
Rafaelita Blaksland,New Zealand,70% Dark Bites,2024-08-24,791.19,280,8,2024,2.8256785714285715
Beverie Moffet,USA,50% Dark Bites,2024-07-28,2941.65,360,7,2024,8.17125
Brien Boise,USA,Mint Chip Choco,2024-05-25,12476.68,162,5,2024,77.01654320987655
Karlen McCaffrey,New Zealand,Eclairs,2024-05-06,2817.14,191,5,2024,14.749424083769632
Barr Faughny,India,Drinking Coco,2024-01-28,2411.52,144,1,2024,16.746666666666666
Marney O'Breen,UK,Orange Choco,2024-06-06,13072.74,11,6,2024,1188.4309090909092
Brien Boise,New Zealand,Baker's Choco Chips,2024-07-12,6790.41,26,7,2024,261.1696153846154
Ches Bonnell,Canada,Spicy Special Slims,2024-08-05,6092.47,201,8,2024,30.310796019900497
Brien Boise,USA,Orange Choco,2024-01-28,7185.5,152,1,2024,47.27302631578947
Kaine Padly,India,Spicy Special Slims,2024-08-31,6170.8,138,8,2024,44.71594202898551
Mallorie Waber,USA,50% Dark Bites,2024-04-19,1945.05,14,4,2024,138.93214285714285
Mallorie Waber,UK,Mint Chip Choco,2024-06-29,6767.42,2,6,2024,3383.71
Beverie Moffet,India,Choco Coated Almonds,2024-02-24,3911.69,254,2,2024,15.400354330708662
Madelene Upcott,UK,Smooth Sliky Salty,2024-03-04,16733.76,88,3,2024,190.1563636363636
Gigi Bohling,India,Eclairs,2024-06-21,3916.92,74,6,2024,52.93135135135135
Rafaelita Blaksland,Australia,Organic Choco Syrup,2024-01-26,1082.69,106,1,2024,10.214056603773585
Oby Sorrel,New Zealand,White Choc,2024-06-10,4822.33,42,6,2024,114.81738095238094
Andria Kimpton,UK,Drinking Coco,2024-05-23,1827.45,66,5,2024,27.688636363636363
Kelci Walkden,India,Milk Bars,2024-04-15,1142.41,111,4,2024,10.291981981981984
Karlen McCaffrey,New Zealand,Caramel Stuffed Bars,2024-01-31,6290.89,232,1,2024,27.115905172413793
Andria Kimpton,New Zealand,Organic Choco Syrup,2024-03-04,5616.01,43,3,2024,130.60488372093025
Barr Faughny,New Zealand,After Nines,2024-04-19,11250.69,91,4,2024,123.63395604395605
Beverie Moffet,UK,Almond Choco,2024-05-16,2799.42,104,5,2024,26.9175
Oby Sorrel,Australia,Raspberry Choco,2024-02-17,1157.88,114,2,2024,10.15684210526316
Dennison Crosswaite,USA,Raspberry Choco,2024-01-18,7049.32,273,1,2024,25.82168498168498
Roddy Speechley,Canada,Orange Choco,2024-02-09,9460.5,84,2,2024,112.625
Mallorie Waber,Canada,Orange Choco,2024-03-23,4173.73,175,3,2024,23.849885714285712
Madelene Upcott,New Zealand,Caramel Stuffed Bars,2024-02-01,4005.08,150,2,2024,26.700533333333333
Mallorie Waber,India,Drinking Coco,2024-03-07,4650.58,143,3,2024,32.52153846153846
Ches Bonnell,UK,White Choc,2024-01-03,3814.56,220,1,2024,17.33890909090909
Ches Bonnell,USA,White Choc,2024-02-11,6321.35,325,2,2024,19.450307692307693
Dennison Crosswaite,New Zealand,Orange Choco,2024-03-16,5245.53,144,3,2024,36.42729166666666
Dotty Strutley,India,White Choc,2024-08-15,12998.67,317,8,2024,41.00526813880126
Gigi Bohling,India,Manuka Honey Choco,2024-05-12,5932.12,79,5,2024,75.09012658227849
Van Tuxwell,India,Spicy Special Slims,2024-04-11,6811.55,4,4,2024,1702.8875
Jan Morforth,New Zealand,Mint Chip Choco,2024-06-30,21381.14,311,6,2024,68.7496463022508
Dotty Strutley,New Zealand,White Choc,2024-06-15,8423.36,63,6,2024,133.704126984127
Rafaelita Blaksland,Canada,Caramel Stuffed Bars,2024-08-01,7951.43,109,8,2024,72.94889908256881
Kaine Padly,USA,Milk Bars,2024-06-15,18389.1,62,6,2024,296.59838709677416
Brien Boise,India,After Nines,2024-06-16,6555.46,45,6,2024,145.6768888888889
Oby Sorrel,New Zealand,Raspberry Choco,2024-05-13,5129.71,270,5,2024,18.998925925925928
Dennison Crosswaite,USA,Drinking Coco,2024-05-10,2399.02,149,5,2024,16.100805369127517
Oby Sorrel,India,Eclairs,2024-08-25,6096.53,344,8,2024,17.722470930232557
Ches Bonnell,New Zealand,Organic Choco Syrup,2024-07-15,8134.67,83,7,2024,98.00807228915663
Gigi Bohling,UK,Baker's Choco Chips,2024-05-16,9969.65,449,5,2024,22.204120267260578
Jan Morforth,Australia,50% Dark Bites,2024-06-14,3894.16,173,6,2024,22.509595375722544
Beverie Moffet,Australia,Smooth Sliky Salty,2024-01-25,11533.35,491,1,2024,23.48951120162933
Ches Bonnell,USA,Organic Choco Syrup,2024-07-28,8754.31,14,7,2024,625.3078571428571
Brien Boise,Canada,Mint Chip Choco,2024-01-28,5475.65,194,1,2024,28.224999999999998
Kaine Padly,UK,Orange Choco,2024-06-29,2252.94,196,6,2024,11.494591836734694
Karlen McCaffrey,Australia,70% Dark Bites,2024-06-24,278.78,332,6,2024,0.8396987951807228
Gunar Cockshoot,Canada,Mint Chip Choco,2024-07-01,8936.91,442,7,2024,20.21925339366516
Roddy Speechley,USA,Peanut Butter Cubes,2024-02-25,2010.22,144,2,2024,13.959861111111111
Curtice Advani,Canada,Smooth Sliky Salty,2024-08-01,2901.91,12,8,2024,241.82583333333332
Oby Sorrel,Australia,Milk Bars,2024-06-21,9231.31,278,6,2024,33.20615107913669
Camilla Castle,New Zealand,Spicy Special Slims,2024-01-25,12744.67,26,1,2024,490.1796153846154
Gigi Bohling,UK,Milk Bars,2024-05-17,1436.97,248,5,2024,5.794233870967742
Andria Kimpton,Australia,85% Dark Bars,2024-08-23,4900.32,254,8,2024,19.29259842519685
Camilla Castle,Australia,Smooth Sliky Salty,2024-03-03,8263.11,129,3,2024,64.05511627906978
Roddy Speechley,India,Caramel Stuffed Bars,2024-05-30,10139.68,552,5,2024,18.36898550724638
Karlen McCaffrey,USA,Drinking Coco,2024-06-29,132.68,243,6,2024,0.5460082304526749
Andria Kimpton,Canada,Organic Choco Syrup,2024-01-04,9479.63,217,1,2024,43.684930875576036
Jehu Rudeforth,Australia,Drinking Coco,2024-01-14,3114.84,65,1,2024,47.92061538461539
Karlen McCaffrey,USA,Mint Chip Choco,2024-02-15,17866.48,58,2,2024,308.04275862068965
Curtice Advani,New Zealand,Spicy Special Slims,2024-01-10,4651.03,494,1,2024,9.415040485829959
Madelene Upcott,USA,White Choc,2024-05-04,14360.42,218,5,2024,65.87348623853211
Andria Kimpton,USA,Spicy Special Slims,2024-05-23,2595.52,5,5,2024,519.104
Barr Faughny,New Zealand,Fruit & Nut Bars,2024-04-26,1853.03,153,4,2024,12.111307189542483
Oby Sorrel,Canada,Organic Choco Syrup,2024-07-05,1392.99,70,7,2024,19.899857142857144
Madelene Upcott,UK,Organic Choco Syrup,2024-07-21,7943.17,174,7,2024,45.65040229885057
Dotty Strutley,USA,Mint Chip Choco,2024-02-21,5552.79,272,2,2024,20.41466911764706
Kelci Walkden,USA,Orange Choco,2024-02-03,1539.14,143,2,2024,10.763216783216784
Gigi Bohling,Australia,Caramel Stuffed Bars,2024-07-08,9117.77,154,7,2024,59.20629870129871
Mallorie Waber,India,50% Dark Bites,2024-05-31,631.02,140,5,2024,4.507285714285715
Van Tuxwell,New Zealand,Mint Chip Choco,2024-06-27,4486.37,104,6,2024,43.138173076923074
Van Tuxwell,India,50% Dark Bites,2024-05-13,5591.29,132,5,2024,42.35825757575758
Van Tuxwell,USA,Manuka Honey Choco,2024-05-31,2662.54,102,5,2024,26.10333333333333
Wilone O'Kielt,USA,Orange Choco,2024-02-28,7481.93,38,2,2024,196.89289473684212
Barr Faughny,New Zealand,Eclairs,2024-03-28,7418.41,31,3,2024,239.30354838709678
Gigi Bohling,USA,After Nines,2024-01-14,1969.06,235,1,2024,8.378978723404256
Barr Faughny,New Zealand,Mint Chip Choco,2024-02-21,7197.75,159,2,2024,45.2688679245283
Dennison Crosswaite,Canada,85% Dark Bars,2024-08-01,11719.06,87,8,2024,134.70183908045976
Beverie Moffet,New Zealand,Smooth Sliky Salty,2024-05-19,2755.14,63,5,2024,43.73238095238095
Husein Augar,USA,White Choc,2024-07-13,2438.56,61,7,2024,39.97639344262295
Andria Kimpton,Australia,Peanut Butter Cubes,2024-04-20,7661.86,144,4,2024,53.20736111111111
Dennison Crosswaite,India,85% Dark Bars,2024-06-30,4886.15,23,6,2024,212.44130434782608
Curtice Advani,UK,50% Dark Bites,2024-03-08,3572.26,156,3,2024,22.899102564102567
Gunar Cockshoot,USA,Fruit & Nut Bars,2024-03-09,6937.75,94,3,2024,73.80585106382979
Oby Sorrel,Canada,Raspberry Choco,2024-06-16,1941.25,221,6,2024,8.78393665158371
Gigi Bohling,UK,Drinking Coco,2024-06-30,6173.15,46,6,2024,134.19891304347826
Kelci Walkden,India,Mint Chip Choco,2024-07-28,3105.45,116,7,2024,26.77112068965517
Karlen McCaffrey,Canada,Peanut Butter Cubes,2024-08-12,3691.6,154,8,2024,23.97142857142857
Barr Faughny,UK,Mint Chip Choco,2024-07-07,3950.65,324,7,2024,12.193364197530865
Barr Faughny,USA,85% Dark Bars,2024-08-25,13497.17,49,8,2024,275.45244897959185
Husein Augar,Canada,Eclairs,2024-01-17,4389.23,241,1,2024,18.21257261410788
Jan Morforth,Australia,70% Dark Bites,2024-03-04,6310.98,366,3,2024,17.24311475409836
Marney O'Breen,New Zealand,Fruit & Nut Bars,2024-08-25,9693.37,4,8,2024,2423.3425
Ches Bonnell,UK,Peanut Butter Cubes,2024-04-15,2348.2,266,4,2024,8.82781954887218
Kaine Padly,USA,Organic Choco Syrup,2024-03-11,2518.5,24,3,2024,104.9375
Camilla Castle,USA,Raspberry Choco,2024-05-20,3516.72,17,5,2024,206.86588235294116
Brien Boise,New Zealand,Manuka Honey Choco,2024-06-14,16807.37,44,6,2024,381.9856818181818
Jehu Rudeforth,New Zealand,After Nines,2024-04-14,1736.59,70,4,2024,24.80842857142857
Jehu Rudeforth,USA,Smooth Sliky Salty,2024-07-07,7900.11,168,7,2024,47.02446428571428
Madelene Upcott,India,Mint Chip Choco,2024-08-24,4016.89,71,8,2024,56.57591549295775
Jehu Rudeforth,India,Eclairs,2024-02-24,9642.62,140,2,2024,68.87585714285714
Karlen McCaffrey,Canada,Raspberry Choco,2024-05-09,773.7,217,5,2024,3.5654377880184334
Kaine Padly,Australia,70% Dark Bites,2024-02-08,7852.03,240,2,2024,32.716791666666666
Roddy Speechley,UK,70% Dark Bites,2024-03-24,1649.57,293,3,2024,5.629931740614334
Rafaelita Blaksland,USA,Drinking Coco,2024-06-20,9333.45,78,6,2024,119.65961538461539
Mallorie Waber,Canada,Manuka Honey Choco,2024-03-07,1540.11,117,3,2024,13.163333333333332
Kaine Padly,Australia,Fruit & Nut Bars,2024-06-20,7840.94,82,6,2024,95.62121951219511
Oby Sorrel,New Zealand,Organic Choco Syrup,2024-02-17,17102.97,267,2,2024,64.05606741573034
Madelene Upcott,UK,99% Dark & Pure,2024-01-26,11496.42,49,1,2024,234.62081632653062
Madelene Upcott,Australia,Mint Chip Choco,2024-05-02,3072.89,166,5,2024,18.511385542168675
Curtice Advani,Canada,99% Dark & Pure,2024-07-07,14990.79,7,7,2024,2141.5414285714287
Rafaelita Blaksland,Australia,Baker's Choco Chips,2024-08-22,3170.18,49,8,2024,64.69755102040816
Karlen McCaffrey,Australia,After Nines,2024-08-11,2528.14,67,8,2024,37.73343283582089
Marney O'Breen,UK,99% Dark & Pure,2024-01-13,8551.6,208,1,2024,41.11346153846154
Gunar Cockshoot,Australia,50% Dark Bites,2024-03-02,13072.95,119,3,2024,109.85672268907564
Marney O'Breen,Australia,Choco Coated Almonds,2024-07-27,11987.26,41,7,2024,292.3721951219512
Kelci Walkden,New Zealand,Drinking Coco,2024-03-10,18385.44,116,3,2024,158.49517241379309
Beverie Moffet,USA,85% Dark Bars,2024-08-23,14028.4,344,8,2024,40.78023255813953
Roddy Speechley,USA,Eclairs,2024-04-25,4812.71,169,4,2024,28.47757396449704
Dennison Crosswaite,UK,Milk Bars,2024-03-07,11963.91,446,3,2024,26.824910313901345
Wilone O'Kielt,UK,Organic Choco Syrup,2024-07-12,5574.83,52,7,2024,107.20826923076923
Madelene Upcott,USA,Orange Choco,2024-05-16,9205.15,144,5,2024,63.92465277777777
Gunar Cockshoot,India,Smooth Sliky Salty,2024-03-02,4133.74,69,3,2024,59.90927536231884
Marney O'Breen,New Zealand,85% Dark Bars,2024-05-30,1312.23,164,5,2024,8.00140243902439
Marney O'Breen,UK,Manuka Honey Choco,2024-06-10,11735.75,185,6,2024,63.43648648648649
Brien Boise,USA,99% Dark & Pure,2024-07-25,7650.76,358,7,2024,21.370837988826818
Beverie Moffet,New Zealand,Mint Chip Choco,2024-06-09,4994.93,98,6,2024,50.96867346938776
Dennison Crosswaite,USA,Milk Bars,2024-05-12,890.78,62,5,2024,14.36741935483871
Gunar Cockshoot,USA,Drinking Coco,2024-05-09,4142.16,5,5,2024,828.432
Brien Boise,Canada,Manuka Honey Choco,2024-08-09,7308.24,178,8,2024,41.05752808988764
Van Tuxwell,India,Choco Coated Almonds,2024-04-13,6833.86,115,4,2024,59.424869565217385
Andria Kimpton,USA,Caramel Stuffed Bars,2024-05-02,8878.27,47,5,2024,188.89936170212766
Dotty Strutley,USA,99% Dark & Pure,2024-08-09,4134.93,307,8,2024,13.46882736156352
Camilla Castle,Australia,Raspberry Choco,2024-08-23,6641.89,188,8,2024,35.32920212765958
Gunar Cockshoot,India,Spicy Special Slims,2024-05-13,7117.3,174,5,2024,40.90402298850575
Karlen McCaffrey,USA,Manuka Honey Choco,2024-02-01,11815.59,68,2,2024,173.75867647058823
Camilla Castle,USA,50% Dark Bites,2024-06-23,6962.79,303,6,2024,22.97950495049505
Madelene Upcott,UK,Choco Coated Almonds,2024-05-24,11786.42,147,5,2024,80.17972789115646
Jan Morforth,Canada,Mint Chip Choco,2024-04-01,1200.19,224,4,2024,5.357991071428572
Camilla Castle,Canada,70% Dark Bites,2024-07-27,10791.08,166,7,2024,65.00650602409638
Ches Bonnell,India,Peanut Butter Cubes,2024-01-27,26170.95,224,1,2024,116.83459821428572
Jan Morforth,India,Choco Coated Almonds,2024-08-12,2987.81,136,8,2024,21.969191176470588
Gigi Bohling,Canada,Almond Choco,2024-02-01,11705.99,47,2,2024,249.0636170212766
Rafaelita Blaksland,India,After Nines,2024-03-02,5256.03,201,3,2024,26.149402985074627
Kelci Walkden,Australia,99% Dark & Pure,2024-06-30,3794.1,36,6,2024,105.39166666666667
Dotty Strutley,Australia,Spicy Special Slims,2024-01-17,9655.3,97,1,2024,99.53917525773196
Brien Boise,USA,Milk Bars,2024-07-07,16001.54,133,7,2024,120.31233082706767
Mallorie Waber,New Zealand,Mint Chip Choco,2024-01-31,1386.1,104,1,2024,13.327884615384615
Beverie Moffet,UK,99% Dark & Pure,2024-08-10,3821.76,122,8,2024,31.325901639344263
Beverie Moffet,USA,Peanut Butter Cubes,2024-08-18,15722.43,351,8,2024,44.79324786324786
Brien Boise,New Zealand,White Choc,2024-06-15,6287.25,340,6,2024,18.491911764705883
Marney O'Breen,USA,Baker's Choco Chips,2024-01-26,9831.97,9,1,2024,1092.441111111111
Kelci Walkden,USA,Spicy Special Slims,2024-04-29,90.36,73,4,2024,1.2378082191780821
Mallorie Waber,Canada,White Choc,2024-03-03,3799.5,71,3,2024,53.514084507042256
Kaine Padly,Australia,Almond Choco,2024-02-22,4674.2,422,2,2024,11.076303317535544
Oby Sorrel,USA,Smooth Sliky Salty,2024-03-04,4011.83,169,3,2024,23.73863905325444
Dennison Crosswaite,India,Smooth Sliky Salty,2024-07-07,3429.85,9,7,2024,381.09444444444443
Camilla Castle,New Zealand,Caramel Stuffed Bars,2024-06-17,4920.68,380,6,2024,12.949157894736842
Jan Morforth,Canada,Caramel Stuffed Bars,2024-08-02,10049.72,118,8,2024,85.16711864406778
Oby Sorrel,USA,Baker's Choco Chips,2024-08-12,8485.1,120,8,2024,70.70916666666668
Madelene Upcott,New Zealand,Peanut Butter Cubes,2024-01-28,6030.31,351,1,2024,17.180370370370373
Kelci Walkden,Australia,Orange Choco,2024-04-29,13331.77,443,4,2024,30.09428893905192
Marney O'Breen,Australia,Manuka Honey Choco,2024-04-05,15245.95,233,4,2024,65.43326180257512
Kaine Padly,Canada,Manuka Honey Choco,2024-01-18,11618.55,133,1,2024,87.35751879699248
Jehu Rudeforth,UK,Baker's Choco Chips,2024-05-16,2629.59,98,5,2024,26.832551020408165
Kelci Walkden,Australia,White Choc,2024-08-24,10089.49,168,8,2024,60.056488095238095
Curtice Advani,India,85% Dark Bars,2024-01-18,308.24,402,1,2024,0.7667661691542289
Kaine Padly,USA,Eclairs,2024-08-22,7978.76,10,8,2024,797.876
Gunar Cockshoot,UK,99% Dark & Pure,2024-03-07,8.16,84,3,2024,0.09714285714285714
Beverie Moffet,UK,Choco Coated Almonds,2024-03-04,3303.13,73,3,2024,45.248356164383566
Dotty Strutley,Canada,Manuka Honey Choco,2024-04-22,13959.74,113,4,2024,123.53752212389381
Kaine Padly,Australia,Milk Bars,2024-06-09,4251.42,91,6,2024,46.7189010989011
Jan Morforth,Canada,Fruit & Nut Bars,2024-07-25,9885.53,217,7,2024,45.55543778801844
Jan Morforth,India,Smooth Sliky Salty,2024-08-03,12864.47,93,8,2024,138.32763440860214
Rafaelita Blaksland,Australia,Manuka Honey Choco,2024-08-03,5245.6,144,8,2024,36.42777777777778
Jehu Rudeforth,UK,Milk Bars,2024-05-03,14345.5,219,5,2024,65.50456621004567
Husein Augar,Canada,After Nines,2024-01-19,11462.19,288,1,2024,39.79927083333334
Roddy Speechley,USA,50% Dark Bites,2024-02-11,11667.94,306,2,2024,38.13052287581699
Van Tuxwell,India,Almond Choco,2024-06-14,7455.17,383,6,2024,19.46519582245431
Kelci Walkden,USA,50% Dark Bites,2024-03-23,7203.64,234,3,2024,30.784786324786324
Madelene Upcott,Canada,85% Dark Bars,2024-02-17,8081.58,105,2,2024,76.96742857142857
Dennison Crosswaite,Canada,Smooth Sliky Salty,2024-03-17,2055.4,485,3,2024,4.237938144329897
Mallorie Waber,Australia,Spicy Special Slims,2024-06-29,6476.09,304,6,2024,21.30292763157895
Ches Bonnell,Canada,Choco Coated Almonds,2024-08-24,17490.08,289,8,2024,60.51930795847751
Gigi Bohling,Canada,Spicy Special Slims,2024-07-04,13644.0,281,7,2024,48.555160142348754
Roddy Speechley,New Zealand,Almond Choco,2024-03-28,2930.46,70,3,2024,41.86371428571429
Curtice Advani,India,Smooth Sliky Salty,2024-04-19,22717.09,143,4,2024,158.86076923076922
Ches Bonnell,New Zealand,Mint Chip Choco,2024-01-18,9471.72,248,1,2024,38.192419354838705
Van Tuxwell,New Zealand,Fruit & Nut Bars,2024-01-17,3400.47,92,1,2024,36.961630434782606
Andria Kimpton,New Zealand,Mint Chip Choco,2024-02-15,10696.21,201,2,2024,53.21497512437811
Andria Kimpton,UK,Milk Bars,2024-02-11,17101.67,307,2,2024,55.7057654723127
Camilla Castle,USA,Manuka Honey Choco,2024-03-21,18936.88,180,3,2024,105.20488888888889
Gunar Cockshoot,New Zealand,Almond Choco,2024-01-05,6015.37,136,1,2024,44.23066176470588
Brien Boise,India,Raspberry Choco,2024-05-30,7623.58,162,5,2024,47.059135802469136
Jehu Rudeforth,USA,99% Dark & Pure,2024-01-04,2996.83,227,1,2024,13.201894273127753
Beverie Moffet,Australia,Fruit & Nut Bars,2024-04-22,1718.97,260,4,2024,6.611423076923077
Gigi Bohling,Canada,Milk Bars,2024-02-10,3523.33,114,2,2024,30.90640350877193
Dotty Strutley,India,Spicy Special Slims,2024-08-12,1092.36,209,8,2024,5.226602870813396
Gunar Cockshoot,USA,Organic Choco Syrup,2024-08-10,2495.71,310,8,2024,8.05067741935484
Kelci Walkden,Australia,Raspberry Choco,2024-06-07,813.41,58,6,2024,14.024310344827585
Jehu Rudeforth,India,Baker's Choco Chips,2024-06-06,2489.06,81,6,2024,30.729135802469134
Karlen McCaffrey,New Zealand,Baker's Choco Chips,2024-04-05,5701.35,201,4,2024,28.36492537313433
Wilone O'Kielt,USA,50% Dark Bites,2024-04-18,5084.32,126,4,2024,40.35174603174603
Andria Kimpton,India,50% Dark Bites,2024-01-31,15789.48,16,1,2024,986.8425
Madelene Upcott,USA,Baker's Choco Chips,2024-08-22,6541.75,141,8,2024,46.395390070921984
Jehu Rudeforth,Australia,99% Dark & Pure,2024-02-25,11409.11,217,2,2024,52.57654377880185
Jan Morforth,Australia,Mint Chip Choco,2024-02-22,19258.41,99,2,2024,194.52939393939394
Oby Sorrel,New Zealand,Milk Bars,2024-01-12,5074.86,201,1,2024,25.248059701492537
Brien Boise,UK,Almond Choco,2024-05-25,115.9,120,5,2024,0.9658333333333334
Kelci Walkden,India,Smooth Sliky Salty,2024-02-01,2797.19,9,2,2024,310.7988888888889
Rafaelita Blaksland,UK,Eclairs,2024-04-27,1608.04,75,4,2024,21.440533333333335
Gigi Bohling,USA,Smooth Sliky Salty,2024-07-22,2960.99,133,7,2024,22.263082706766916
Curtice Advani,New Zealand,Mint Chip Choco,2024-01-26,3703.51,260,1,2024,14.244269230769232
Curtice Advani,USA,Mint Chip Choco,2024-08-24,5679.57,285,8,2024,19.928315789473682
Madelene Upcott,New Zealand,Fruit & Nut Bars,2024-01-18,6764.17,20,1,2024,338.2085
Karlen McCaffrey,India,85% Dark Bars,2024-03-30,1108.85,87,3,2024,12.745402298850573
Ches Bonnell,Australia,Caramel Stuffed Bars,2024-01-17,9477.32,160,1,2024,59.23325
Kelci Walkden,USA,Fruit & Nut Bars,2024-02-17,5301.93,155,2,2024,34.206
Kelci Walkden,Canada,Peanut Butter Cubes,2024-04-08,8041.25,43,4,2024,187.00581395348837
Gigi Bohling,Canada,Drinking Coco,2024-07-06,3716.17,89,7,2024,41.7547191011236
Husein Augar,India,Fruit & Nut Bars,2024-04-04,4591.77,222,4,2024,20.68364864864865
Jan Morforth,New Zealand,Organic Choco Syrup,2024-03-02,1928.33,217,3,2024,8.8863133640553
Gigi Bohling,New Zealand,Raspberry Choco,2024-08-09,1225.12,186,8,2024,6.586666666666666
Dennison Crosswaite,Australia,Milk Bars,2024-06-09,11326.55,296,6,2024,38.26537162162162
Ches Bonnell,UK,Caramel Stuffed Bars,2024-06-02,3063.08,301,6,2024,10.176345514950166
Van Tuxwell,USA,Fruit & Nut Bars,2024-07-05,7093.33,233,7,2024,30.443476394849785
Andria Kimpton,Canada,Eclairs,2024-08-11,337.37,120,8,2024,2.8114166666666667
Madelene Upcott,India,Choco Coated Almonds,2024-02-11,3764.59,158,2,2024,23.826518987341775
Kelci Walkden,New Zealand,Spicy Special Slims,2024-08-11,695.32,68,8,2024,10.22529411764706
Roddy Speechley,Australia,Drinking Coco,2024-05-12,14609.99,111,5,2024,131.62153153153153
Wilone O'Kielt,USA,Milk Bars,2024-07-15,5298.68,96,7,2024,55.194583333333334
Andria Kimpton,India,Organic Choco Syrup,2024-01-18,4552.3,132,1,2024,34.48712121212122
Madelene Upcott,UK,Fruit & Nut Bars,2024-01-05,9099.26,199,1,2024,45.72492462311558
Curtice Advani,Australia,50% Dark Bites,2024-06-29,603.97,239,6,2024,2.527071129707113
Brien Boise,Canada,Raspberry Choco,2024-06-14,3172.23,46,6,2024,68.96152173913043
Gunar Cockshoot,India,Mint Chip Choco,2024-08-08,4737.32,74,8,2024,64.01783783783783
Dennison Crosswaite,India,Mint Chip Choco,2024-03-23,15201.56,142,3,2024,107.05323943661972
Barr Faughny,India,Caramel Stuffed Bars,2024-01-04,7912.62,106,1,2024,74.64735849056603
Brien Boise,India,Milk Bars,2024-02-22,14190.78,269,2,2024,52.75382899628253
Beverie Moffet,UK,Spicy Special Slims,2024-02-17,9327.08,259,2,2024,36.01189189189189
Barr Faughny,USA,Almond Choco,2024-02-03,434.42,83,2,2024,5.233975903614458
Van Tuxwell,Canada,Raspberry Choco,2024-03-17,1497.58,132,3,2024,11.345303030303029
Wilone O'Kielt,Australia,Baker's Choco Chips,2024-01-25,3124.74,155,1,2024,20.159612903225806
Brien Boise,Australia,Milk Bars,2024-07-27,2356.21,54,7,2024,43.63351851851852
Husein Augar,Australia,Fruit & Nut Bars,2024-01-28,8548.0,55,1,2024,155.4181818181818
